# - IP - TCP ports
Nmap;0
172.16.0.2;1
172.16.0.51;1
172.16.0.77;2
172.16.0.81;1
172.16.0.88;2
172.16.0.89;2
172.16.0.155;1
172.16.0.248;1
172.16.0.252;2
172.16.0.253;1
